ALPHA  maxOcc   arithThr   ITER   BS   SMEM  maxLat   warps
64   40   2.434866   288   128   1130   13047544   23892
64   40   2.430734   320   128   1130   13085335   21504
64   39   2.323614   32   96   877   13539440   215040
64   39   2.327871   64   96   877   13517383   107520
64   39   2.311766   96   96   877   13611117   71679
64   39   2.332470   128   96   877   13491606   53760
64   39   2.334506   160   96   877   13483951   43008
64   39   2.331656   192   96   877   13500993   35838
64   39   2.335108   224   96   877   13490111   30720
64   39   2.350156   256   96   877   13502271   26880
64   39   2.354098   288   96   877   13479595   23892
64   39   2.346499   320   96   877   13536453   21504
64   36   2.167564   32   128   1230   14514184   215040
64   36   2.184081   64   128   1230   14406044   107520
64   36   2.186159   96   128   1230   14395276   71680
64   36   2.167824   128   128   1230   14583201   53760
64   36   2.188143   160   128   1230   14389683   43008
64   36   2.161238   192   128   1230   14613051   35840
64   36   2.195129   224   128   1230   14392606   30720
64   36   2.177142   256   128   1230   14519762   26880
64   36   2.206441   288   128   1230   14395137   23892
64   36   2.200996   320   128   1230   14437361   21504
64   35   2.043433   32   160   1540   15396674   215040
64   35   2.077742   64   160   1540   15144263   107520
64   35   2.081186   96   160   1540   15128998   71680
64   35   2.058130   128   160   1540   15337719   53760
64   35   2.102821   160   160   1540   15000990   43005
64   35   2.035508   192   160   1540   15584770   35840
64   35   2.115257   224   160   1540   14988175   30720
64   35   2.112270   256   160   1540   14967769   26880
64   35   2.089125   288   160   1540   15097311   23890
64   35   2.110566   320   160   1540   14950504   21500
64   33   1.978555   32   96   1030   15901142   215040
64   33   1.939742   64   96   1030   16218593   107520
64   33   1.997197   96   96   1030   15756047   71679
64   33   1.998257   128   96   1030   15756283   53760
64   33   1.999217   160   96   1030   15751384   43008
64   33   1.988968   192   96   1030   15855743   35838
64   33   2.011540   224   96   1030   15730994   30720
64   33   2.012410   256   96   1030   15765909   26880
64   33   1.939943   288   96   1030   16242925   23892
64   33   2.011312   320   96   1030   15741522   21504
64   32   1.921119   32   128   1536   16376914   215040
64   32   1.951451   64   128   1536   16125415   107520
64   32   1.955930   96   128   1536   16089330   71680
64   32   1.959097   128   128   1536   16069571   53760
64   32   1.960274   160   128   1536   16066769   43008
64   32   1.944589   192   128   1536   16331003   35840
64   32   1.892015   224   128   1536   16721435   30720
64   32   1.916820   256   128   1536   16465557   26880
64   32   1.909624   288   128   1536   16474018   23892
64   32   1.976191   320   128   1536   15983528   21504
64   30   1.801440   32   96   1130   17464140   215040
64   30   1.814437   64   96   1130   17342587   107520
64   30   1.761781   96   96   1130   17893674   71679
64   30   1.821016   128   96   1130   17296527   53760
64   30   1.822024   160   96   1130   17285316   43008
64   30   1.808254   192   96   1130   17434468   35838
64   30   1.784902   224   96   1130   17784541   30720
64   30   1.834506   256   96   1130   17197953   26880
64   30   1.798586   288   96   1130   17500588   23892
64   30   1.812183   320   96   1130   17538246   21504
64   28   1.676912   32   128   1540   18761124   215040
64   28   1.706177   64   128   1540   18443400   107520
64   28   1.709318   96   128   1540   18416053   71680
64   28   1.662735   128   128   1540   18922557   53760
64   28   1.654445   160   128   1540   19141675   43008
64   28   1.685101   192   128   1540   18725212   35840
64   28   1.655938   224   128   1540   19071000   30720
64   28   1.656495   256   128   1540   19087687   26880
64   28   1.709584   288   128   1540   18405995   23892
64   28   1.695356   320   128   1540   18660186   21504
64   27   1.607791   32   96   1230   19568325   215040
64   27   1.592730   64   96   1230   19759340   107520
64   27   1.623447   96   96   1230   19409882   71679
64   27   1.610977   128   96   1230   19570531   53760
64   27   1.639882   160   96   1230   19193629   43008
64   27   1.619300   192   96   1230   19486866   35838
64   27   1.630253   224   96   1230   19367159   30720
64   27   1.580702   256   96   1230   20063183   26880
64   27   1.644998   288   96   1230   19219979   23892
64   27   1.634056   320   96   1230   19260581   21504
64   26   1.563225   32   64   877   20124868   215040
64   26   1.533273   64   64   877   20556730   107520
64   26   1.551294   96   64   877   20290944   71680
64   26   1.526115   128   64   877   20649206   53760
64   26   1.533028   160   64   877   20605001   43008
64   26   1.571358   192   64   877   20022763   35840
64   26   1.585434   224   64   877   19936496   30720
64   26   1.561029   256   64   877   20160459   26880
64   26   1.532372   288   64   877   20549095   23892
64   26   1.557407   320   64   877   20405759   21504
64   25   1.471713   32   160   2050   21377929   215040
64   25   1.468876   64   160   2050   21420139   107520
64   25   1.467967   96   160   2050   21448848   71680
64   25   1.466637   128   160   2050   21527241   53760
64   25   1.456826   160   160   2050   21601490   43005
64   25   1.464423   192   160   2050   21541137   35840
64   25   1.463227   224   160   2050   21548989   30720
64   25   1.464745   256   160   2050   21506883   26880
64   25   1.471287   288   160   2050   21583058   23890
64   25   1.457349   320   160   2050   21712163   21500
64   24   1.421641   32   128   2048   22130205   215040
64   24   1.423739   64   128   2048   22098308   107520
64   24   1.414214   96   128   2048   22255950   71680
64   24   1.414459   128   128   2048   22254755   53760
64   24   1.415557   160   128   2048   22303070   43008
64   24   1.417350   192   128   2048   22198003   35840
64   24   1.414859   224   128   2048   22291390   30720
64   24   1.416106   256   128   2048   22235854   26880
64   24   1.420516   288   128   2048   22326886   23892
64   24   1.472874   320   128   2048   21447062   21504
64   22   1.304424   32   64   1030   24118095   215040
64   22   1.320667   64   64   1030   23822962   107520
64   22   1.358808   96   64   1030   23161595   71680
64   22   1.267995   128   64   1030   24886057   53760
64   22   1.299482   160   64   1030   24209597   43008
64   22   1.272774   192   64   1030   24743212   35840
64   22   1.303147   224   64   1030   24152545   30720
64   22   1.300383   256   64   1030   24234017   26880
64   22   1.277149   288   64   1030   24648799   23892
64   22   1.274056   320   64   1030   24829737   21504
64   21   1.163445   32   224   4096   27044053   215040
64   21   1.163827   64   224   4096   27066791   107520
64   21   1.168784   96   224   4096   26960644   71680
64   21   1.188193   128   224   4096   26507001   53760
64   21   1.191318   160   224   4096   26485497   43008
64   21   1.197438   192   224   4096   26367493   35840
64   21   1.177875   224   224   4096   26792401   30716
64   21   1.229832   256   224   4096   25687770   26880
64   21   1.229926   288   224   4096   25705220   23891
64   21   1.217692   320   224   4096   26015288   21504
64   20   1.159383   32   128   2050   27135880   215040
64   20   1.181394   64   128   2050   26633152   107520
64   20   1.184239   96   128   2050   26577749   71680
64   20   1.192279   128   128   2050   26455196   53760
64   20   1.193748   160   128   2050   26415787   43008
64   20   1.192496   192   128   2050   26455397   35840
64   20   1.193667   224   128   2050   26443055   30720
64   20   1.171602   256   128   2050   27049041   26880
64   20   1.200061   288   128   2050   26353849   23892
64   20   1.153600   320   128   2050   27353483   21504
64   18   0.987456   32   96   2048   31874380   215040
64   18   1.057870   64   96   2048   29743021   107520
64   18   1.061695   96   96   2048   29665474   71679
64   18   1.064011   128   96   2048   29619642   53760
64   18   1.066116   160   96   2048   29584908   43008
64   18   1.015368   192   96   2048   31032427   35838
64   18   1.031389   224   96   2048   30545712   30720
64   18   1.034139   256   96   2048   30525317   26880
64   18   1.021819   288   96   2048   30842938   23892
64   18   1.029159   320   96   2048   30756335   21504
64   16   0.865530   32   128   3072   36349597   215040
64   16   0.880990   64   128   3072   35712403   107520
64   16   0.888320   96   128   3072   35472763   71680
64   16   0.946541   128   128   3072   33318545   53760
64   16   0.943415   160   128   3072   33441185   43008
64   16   0.943278   192   128   3072   33416007   35840
64   16   0.946996   224   128   3072   33311847   30720
64   16   0.947773   256   128   3072   33327622   26880
64   16   0.889866   288   128   3072   35357343   23892
64   16   0.909335   320   128   3072   34654864   21504
64   15   0.837424   32   160   4096   37572630   215040
64   15   0.856472   64   160   4096   36762190   107520
64   15   0.862988   96   160   4096   36508531   71680
64   15   0.865779   128   160   4096   36395710   53760
64   15   0.869776   160   160   4096   36223538   43005
64   15   0.856222   192   160   4096   36781463   35840
64   15   0.871055   224   160   4096   36177411   30720
64   15   0.853929   256   160   4096   37027666   26880
64   15   0.836213   288   160   4096   37728284   23890
64   15   0.836837   320   160   4096   37866406   21500
64   14   0.756580   32   224   6144   41598083   215040
64   14   0.773845   64   224   6144   40674175   107520
64   14   0.780329   96   224   6144   40338828   71680
64   14   0.783896   128   224   6144   40177349   53760
64   14   0.786028   160   224   6144   40067485   43008
64   14   0.762180   192   224   6144   41338134   35840
64   14   0.758616   224   224   6144   41524719   30716
64   14   0.790239   256   224   6144   39931458   26880
64   14   0.790352   288   224   6144   39894465   23891
64   14   0.791060   320   224   6144   39915037   21504
64   13   0.754051   32   32   877   41720100   215040
64   13   0.765392   64   32   877   41103681   107520
64   13   0.762817   96   32   877   41247682   71680
64   13   0.769387   128   32   877   40900857   53760
64   13   0.769976   160   32   877   40869874   43008
64   13   0.729052   192   32   877   43162545   35840
64   13   0.730825   224   32   877   43057994   30720
64   13   0.770971   256   32   877   40837179   26880
64   13   0.758316   288   32   877   41540281   23893
64   13   0.731080   320   32   877   43072587   21504
64   12   0.682532   32   128   4096   46100622   215040
64   12   0.686812   64   128   4096   45835528   107520
64   12   0.687240   96   128   4096   45813218   71680
64   12   0.695465   128   128   4096   45299326   53760
64   12   0.727626   160   128   4096   43301281   43008
64   12   0.698843   192   128   4096   45122533   35840
64   12   0.701262   224   128   4096   44958074   30720
64   12   0.702024   256   128   4096   44938680   26880
64   12   0.670404   288   128   4096   47098470   23892
64   12   0.704930   320   128   4096   44772826   21504
64   11   0.603023   32   32   1030   52167740   215040
64   11   0.616809   64   32   1030   51007376   107520
64   11   0.613174   96   32   1030   51310904   71680
64   11   0.644746   128   32   1030   48797739   53760
64   11   0.645705   160   32   1030   48728725   43008
64   11   0.645965   192   32   1030   48715908   35840
64   11   0.645686   224   32   1030   48740274   30720
64   11   0.645975   256   32   1030   48718456   26880
64   11   0.642892   288   32   1030   48953413   23893
64   11   0.603753   320   32   1030   52128759   21504
64   10   0.540143   32   160   6144   58257944   215040
64   10   0.552212   64   160   6144   56984339   107520
64   10   0.553996   96   160   6144   56804341   71680
64   10   0.555996   128   160   6144   56629512   53760
64   10   0.556633   160   160   6144   56560054   43005
64   10   0.522985   192   160   6144   60303831   35840
64   10   0.527183   224   160   6144   59753016   30720
64   10   0.525944   256   160   6144   59886669   26880
64   10   0.529806   288   160   6144   59492625   23890
64   10   0.558062   320   160   6144   56457625   21500
64   9   0.503345   32   96   4096   62508788   215040
64   9   0.507387   64   96   4096   62013311   107520
64   9   0.499103   96   96   4096   63040942   71679
64   9   0.506915   128   96   4096   62090247   53760
64   9   0.504956   160   96   4096   62359007   43008
64   9   0.477148   192   96   4096   65929909   35838
64   9   0.475602   224   96   4096   66253326   30720
64   9   0.475046   256   96   4096   66385155   26880
64   9   0.475010   288   96   4096   66409974   23892
64   9   0.503746   320   96   4096   62575939   21504
64   8   0.440670   32   128   6144   71399917   215040
64   8   0.438256   64   128   6144   71809084   107520
64   8   0.442797   96   128   6144   71107590   71680
64   8   0.443593   128   128   6144   70979247   53760
64   8   0.436253   160   128   6144   72185188   43008
64   8   0.424502   192   128   6144   74160512   35840
64   8   0.443904   224   128   6144   70977267   30720
64   8   0.444235   256   128   6144   70976534   26880
64   8   0.444644   288   128   6144   70822251   23892
64   8   0.428999   320   128   6144   73561996   21504
64   7   0.382128   32   224   12288   82337919   215040
64   7   0.386604   64   224   12288   81402197   107520
64   7   0.388004   96   224   12288   81115522   71680
64   7   0.388429   128   224   12288   81028614   53760
64   7   0.371103   160   224   12288   84829744   43008
64   7   0.389651   192   224   12288   80830525   35840
64   7   0.389903   224   224   12288   80794042   30716
64   7   0.390084   256   224   12288   80749112   26880
64   7   0.368837   288   224   12288   85468805   23891
64   7   0.390132   320   224   12288   80785926   21504
64   6   0.331380   32   96   6144   94945152   215040
64   6   0.336033   64   96   6144   93633837   107520
64   6   0.334295   96   96   6144   94141759   71679
64   6   0.334098   128   96   6144   94204994   53760
64   6   0.334360   160   96   6144   94156067   43008
64   6   0.334785   192   96   6144   94068415   35838
64   6   0.334527   224   96   6144   94134227   30720
64   6   0.334262   256   96   6144   94217159   26880
64   6   0.334632   288   96   6144   94157912   23892
64   6   0.334515   320   96   6144   94252656   21504
64   5   0.275271   32   160   12288   114296253   215040
64   5   0.277653   64   160   12288   113334446   107520
64   5   0.278351   96   160   12288   113069894   71680
64   5   0.278619   128   160   12288   112973748   53760
64   5   0.278902   160   160   12288   112853571   43005
64   5   0.278982   192   160   12288   112880794   35840
64   5   0.279206   224   160   12288   112791329   30720
64   5   0.279116   256   160   12288   112816780   26880
