ALPHA  maxOcc   arithThr   ITER   BS   SMEM  maxLat   warps
32   60   1.951396   288   160   1024   8131747   23890
32   60   1.968084   320   160   1024   8048644   21500
32   56   2.022077   32   128   769   7779756   215040
32   56   1.929564   64   128   769   8153668   107520
32   56   1.939350   96   128   769   8114221   71680
32   56   1.939415   128   128   769   8114531   53760
32   56   1.923479   160   128   769   8182556   43008
32   56   1.897178   192   128   769   8300142   35840
32   56   1.891354   224   128   769   8326404   30720
32   56   1.919088   256   128   769   8205125   26880
32   56   1.912303   288   128   769   8247345   23892
32   56   2.068363   320   128   769   7640722   21504
32   55   1.899663   32   160   1030   8281424   215040
32   55   1.921520   64   160   1030   8189075   107520
32   55   1.927574   96   160   1030   8163837   71680
32   55   1.926469   128   160   1030   8170841   53760
32   55   1.921858   160   160   1030   8189161   43005
32   55   1.924563   192   160   1030   8182378   35840
32   55   1.893537   224   160   1030   8321028   30720
32   55   1.919149   256   160   1030   8218601   26880
32   55   1.921131   288   160   1030   8234725   23890
32   55   1.928843   320   160   1030   8178711   21500
32   54   1.869416   32   192   1230   8416387   215040
32   54   1.902670   64   192   1230   8268783   107520
32   54   1.862355   96   192   1230   8447586   71676
32   54   2.014413   128   192   1230   7812880   53760
32   54   1.903679   160   192   1230   8267969   43008
32   54   1.901093   192   192   1230   8286528   35838
32   54   1.907331   224   192   1230   8266426   30720
32   54   1.867753   256   192   1230   8445657   26880
32   54   1.902836   288   192   1230   8334284   23892
32   54   2.039006   320   192   1230   7839424   21504
32   52   1.809091   32   128   877   8696776   215040
32   52   1.845341   64   128   877   8526517   107520
32   52   1.849197   96   128   877   8508208   71680
32   52   1.851727   128   128   877   8499408   53760
32   52   1.857324   160   128   877   8475607   43008
32   52   1.830302   192   128   877   8598906   35840
32   52   1.823742   224   128   877   8632490   30720
32   52   1.847381   256   128   877   8526308   26880
32   52   1.843764   288   128   877   8539258   23892
32   52   1.852252   320   128   877   8514664   21504
32   50   1.769941   32   160   1130   8888683   215040
32   50   1.787860   64   160   1130   8800884   107520
32   50   1.770015   96   160   1130   8889718   71680
32   50   1.770131   128   160   1130   8890316   53760
32   50   1.769546   160   160   1130   8896708   43005
32   50   1.799274   192   160   1130   8750870   35840
32   50   1.800348   224   160   1130   8754680   30720
32   50   1.797934   256   160   1130   8770244   26880
32   50   1.782306   288   160   1130   8877994   23890
32   50   1.834724   320   160   1130   8592951   21500
32   49   1.728549   32   224   1540   9101586   215040
32   49   1.755641   64   224   1540   8961927   107520
32   49   1.761161   96   224   1540   8937801   71680
32   49   1.733181   128   224   1540   9084914   53760
32   49   1.770078   160   224   1540   8900021   43008
32   49   1.751662   192   224   1540   8998663   35840
32   49   1.777309   224   224   1540   8901081   30716
32   49   1.749356   256   224   1540   9076140   26880
32   49   1.766960   288   224   1540   8968138   23891
32   49   1.740055   320   224   1540   9088838   21504
32   48   1.699663   32   128   1024   9256287   215040
32   48   1.709442   64   128   1024   9204055   107520
32   48   1.708376   96   128   1024   9210145   71680
32   48   1.746397   128   128   1024   9011081   53760
32   48   1.681387   160   128   1024   9358427   43008
32   48   1.706303   192   128   1024   9225911   35840
32   48   1.713428   224   128   1024   9186947   30720
32   48   1.742622   256   128   1024   9037706   26880
32   48   1.716571   288   128   1024   9172454   23892
32   48   1.739593   320   128   1024   9070569   21504
32   45   1.600263   32   160   1230   9830741   215040
32   45   1.608541   64   160   1230   9781266   107520
32   45   1.664302   96   160   1230   9455895   71680
32   45   1.637561   128   160   1230   9610228   53760
32   45   1.636855   160   160   1230   9618785   43005
32   45   1.615950   192   160   1230   9744517   35840
32   45   1.640248   224   160   1230   9612063   30720
32   45   1.621992   256   160   1230   9718249   26880
32   45   1.641487   288   160   1230   9610757   23890
32   45   1.718676   320   160   1230   9304826   21500
32   44   1.577421   32   128   1030   9973023   215040
32   44   1.600555   64   128   1030   9830363   107520
32   44   1.586314   96   128   1030   9918007   71680
32   44   1.585750   128   128   1030   9924645   53760
32   44   1.609502   160   128   1030   9776969   43008
32   44   1.584421   192   128   1030   9933061   35840
32   44   1.587724   224   128   1030   9915646   30720
32   44   1.613401   256   128   1030   9763428   26880
32   44   1.614476   288   128   1030   9760250   23892
32   44   1.596211   320   128   1030   9893768   21504
32   42   1.474531   32   192   1540   10670319   215040
32   42   1.487550   64   192   1540   10578420   107520
32   42   1.494045   96   192   1540   10534153   71676
32   42   1.516176   128   192   1540   10382663   53760
32   42   1.494096   160   192   1540   10538419   43008
32   42   1.504622   192   192   1540   10468078   35838
32   42   1.525991   224   192   1540   10343767   30720
32   42   1.538033   256   192   1540   10311382   26880
32   42   1.535476   288   192   1540   10337854   23892
32   42   1.507038   320   192   1540   10520667   21504
32   40   1.451470   32   128   1130   10838129   215040
32   40   1.449098   64   128   1130   10857815   107520
32   40   1.475395   96   128   1130   10664999   71680
32   40   1.457414   128   128   1130   10796664   53760
32   40   1.476801   160   128   1130   10662706   43008
32   40   1.471581   192   128   1130   10698544   35840
32   40   1.477109   224   128   1130   10659480   30720
32   40   1.475777   256   128   1130   10671882   26880
32   40   1.475380   288   128   1130   10687059   23892
32   40   1.481715   320   128   1130   10647717   21504
32   39   1.413808   32   96   877   11126880   215040
32   39   1.433075   64   96   877   10977663   107520
32   39   1.455667   96   96   877   10809481   71679
32   39   1.422519   128   96   877   11062007   53760
32   39   1.455968   160   96   877   10808002   43008
32   39   1.457474   192   96   877   10795899   35838
32   39   1.456020   224   96   877   10809304   30720
32   39   1.452606   256   96   877   10862317   26880
32   39   1.444700   288   96   877   10901893   23892
32   39   1.459649   320   96   877   10853585   21504
32   36   1.308087   32   128   1230   12026016   215040
32   36   1.327074   64   128   1230   11855623   107520
32   36   1.346761   96   128   1230   11683772   71680
32   36   1.350554   128   128   1230   11657395   53760
32   36   1.353264   160   128   1230   11631011   43008
32   36   1.330700   192   128   1230   11834038   35840
32   36   1.350100   224   128   1230   11661438   30720
32   36   1.338286   256   128   1230   11783395   26880
32   36   1.351595   288   128   1230   11671993   23892
32   36   1.350739   320   128   1230   11772314   21504
32   35   1.261197   32   160   1540   12472841   215040
32   35   1.251651   64   160   1540   12570381   107520
32   35   1.284092   96   160   1540   12254120   71680
32   35   1.303036   128   160   1540   12079813   53760
32   35   1.307682   160   160   1540   12040672   43005
32   35   1.312168   192   160   1540   12011619   35840
32   35   1.325525   224   160   1540   11884205   30720
32   35   1.314751   256   160   1540   12057059   26880
32   35   1.317947   288   160   1540   12050436   23890
32   35   1.317788   320   160   1540   12032987   21500
32   33   1.226029   32   96   1030   12831096   215040
32   33   1.229190   64   96   1030   12799451   107520
32   33   1.241705   96   96   1030   12670834   71679
32   33   1.243568   128   96   1030   12652293   53760
32   33   1.244311   160   96   1030   12646884   43008
32   33   1.247428   192   96   1030   12619620   35838
32   33   1.248530   224   96   1030   12613312   30720
32   33   1.247992   256   96   1030   12637128   26880
32   33   1.256838   288   96   1030   12642308   23892
32   33   1.256828   320   96   1030   12604014   21504
32   32   1.177469   32   128   1536   13360134   215040
32   32   1.200899   64   128   1536   13100943   107520
32   32   1.218757   96   128   1536   12911251   71680
32   32   1.196477   128   128   1536   13152595   53760
32   32   1.220409   160   128   1536   12893833   43008
32   32   1.195497   192   128   1536   13159587   35840
32   32   1.213830   224   128   1536   12979481   30720
32   32   1.223710   256   128   1536   12875863   26880
32   32   1.189297   288   128   1536   13314855   23892
32   32   1.202482   320   128   1536   13181518   21504
32   30   1.172885   32   96   1130   13412131   215040
32   30   1.156738   64   96   1130   13599499   107520
32   30   1.110775   96   96   1130   14165112   71679
32   30   1.114724   128   96   1130   14116624   53760
32   30   1.115281   160   96   1130   14110226   43008
32   30   1.121797   192   96   1130   14031358   35838
32   30   1.151940   224   96   1130   13673662   30720
32   30   1.089978   256   96   1130   14520232   26880
32   30   1.163617   288   96   1130   13633764   23892
32   30   1.149862   320   96   1130   13765226   21504
32   28   1.089813   32   128   1540   14433992   215040
32   28   1.103210   64   128   1540   14260860   107520
32   28   1.103088   96   128   1540   14264697   71680
32   28   1.103518   128   128   1540   14261749   53760
32   28   1.088916   160   128   1540   14493808   43008
32   28   1.052677   192   128   1540   14971061   35840
32   28   1.106962   224   128   1540   14224046   30720
32   28   1.125424   256   128   1540   14039161   26880
32   28   1.119322   288   128   1540   14157275   23892
32   28   1.119495   320   128   1540   14131208   21504
32   27   1.079914   32   96   1230   14566117   215040
32   27   1.094444   64   96   1230   14373942   107520
32   27   1.099152   96   96   1230   14313191   71679
32   27   1.053524   128   96   1230   14954952   53760
32   27   1.083187   160   96   1230   14594056   43008
32   27   1.054209   192   96   1230   14932609   35838
32   27   1.072009   224   96   1230   14701046   30720
32   27   1.086663   256   96   1230   14578452   26880
32   27   1.072500   288   96   1230   14733564   23892
32   27   1.067635   320   96   1230   14801829   21504
32   26   1.033175   32   64   877   15224550   215040
32   26   1.032045   64   64   877   15243716   107520
32   26   1.064112   96   64   877   14783834   71680
32   26   1.028415   128   64   877   15303228   53760
32   26   1.028740   160   64   877   15297461   43008
32   26   1.035118   192   64   877   15205715   35840
32   26   1.023491   224   64   877   15385596   30720
32   26   1.023382   256   64   877   15469741   26880
32   26   1.063083   288   64   877   14866113   23892
32   26   1.041548   320   64   877   15207412   21504
32   25   0.991460   32   160   2050   15866367   215040
32   25   1.010158   64   160   2050   15577081   107520
32   25   1.015942   96   160   2050   15489757   71680
32   25   0.996351   128   160   2050   15803875   53760
32   25   1.019569   160   160   2050   15444450   43005
32   25   1.024347   192   160   2050   15416389   35840
32   25   1.012946   224   160   2050   15594580   30720
32   25   1.021908   256   160   2050   15470787   26880
32   25   1.025461   288   160   2050   15393418   23890
32   25   1.022217   320   160   2050   15441861   21500
32   24   0.957161   32   128   2048   16435522   215040
32   24   0.972254   64   128   2048   16181576   107520
32   24   0.979532   96   128   2048   16064824   71680
32   24   0.982499   128   128   2048   16017347   53760
32   24   0.984270   160   128   2048   15990895   43008
32   24   0.979870   192   128   2048   16064084   35840
32   24   0.987058   224   128   2048   15998611   30720
32   24   0.991072   256   128   2048   15977219   26880
32   24   0.967722   288   128   2048   16330715   23892
32   24   0.987009   320   128   2048   15990384   21504
32   22   0.897128   32   64   1030   17534072   215040
32   22   0.907087   64   64   1030   17344762   107520
32   22   0.910485   96   64   1030   17278787   71680
32   22   0.912047   128   64   1030   17252771   53760
32   22   0.912805   160   64   1030   17241066   43008
32   22   0.912896   192   64   1030   17239125   35840
32   22   0.916558   224   64   1030   17207798   30720
32   22   0.917859   256   64   1030   17208847   26880
32   22   0.916872   288   64   1030   17210321   23892
32   22   0.914827   320   64   1030   17275611   21504
32   21   0.827689   32   224   4096   19008523   215040
32   21   0.845425   64   224   4096   18612922   107520
32   21   0.854065   96   224   4096   18455097   71680
32   21   0.857964   128   224   4096   18382268   53760
32   21   0.859380   160   224   4096   18343703   43008
32   21   0.861860   192   224   4096   18284478   35840
32   21   0.860149   224   224   4096   18334473   30716
32   21   0.866222   256   224   4096   18230531   26880
32   21   0.865511   288   224   4096   18251702   23891
32   21   0.865995   320   224   4096   18250783   21504
32   20   0.806307   32   128   2050   19509333   215040
32   20   0.822491   64   128   2050   19130813   107520
32   20   0.827042   96   128   2050   19026966   71680
32   20   0.830758   128   128   2050   18958012   53760
32   20   0.812914   160   128   2050   19421667   43008
32   20   0.831916   192   128   2050   18990560   35840
32   20   0.834935   224   128   2050   18885110   30720
32   20   0.835858   256   128   2050   18913264   26880
32   20   0.835754   288   128   2050   18882112   23892
32   20   0.836326   320   128   2050   18896656   21504
32   18   0.729801   32   96   2048   21554447   215040
32   18   0.741846   64   96   2048   21206206   107520
32   18   0.748326   96   96   2048   21023893   71679
32   18   0.750293   128   96   2048   20971703   53760
32   18   0.753093   160   96   2048   20906601   43008
32   18   0.754022   192   96   2048   20918358   35838
32   18   0.756094   224   96   2048   20844560   30720
32   18   0.755133   256   96   2048   20884109   26880
32   18   0.757281   288   96   2048   20849637   23892
32   18   0.756930   320   96   2048   20838826   21504
32   16   0.643753   32   128   3072   24436121   215040
32   16   0.657358   64   128   3072   23934867   107520
32   16   0.663673   96   128   3072   23715603   71680
32   16   0.667636   128   128   3072   23574516   53760
32   16   0.672872   160   128   3072   23426803   43008
32   16   0.673468   192   128   3072   23403482   35840
32   16   0.673819   224   128   3072   23416561   30720
32   16   0.664950   256   128   3072   23702552   26880
32   16   0.670373   288   128   3072   23559840   23892
32   16   0.679484   320   128   3072   23257691   21504
32   15   0.595351   32   160   4096   26425435   215040
32   15   0.607030   64   160   4096   25922553   107520
32   15   0.609215   96   160   4096   25844709   71680
32   15   0.612875   128   160   4096   25715483   53760
32   15   0.614210   160   160   4096   25659200   43005
32   15   0.614835   192   160   4096   25644446   35840
32   15   0.615075   224   160   4096   25667130   30720
32   15   0.616110   256   160   4096   25639481   26880
32   15   0.616561   288   160   4096   25568958   23890
32   15   0.615840   320   160   4096   25649659   21500
32   14   0.537382   32   224   6144   29277128   215040
32   14   0.547198   64   224   6144   28760758   107520
32   14   0.552162   96   224   6144   28506277   71680
32   14   0.552824   128   224   6144   28489965   53760
32   14   0.554515   160   224   6144   28407782   43008
32   14   0.553564   192   224   6144   28461858   35840
32   14   0.553514   224   224   6144   28476131   30716
32   14   0.554555   256   224   6144   28484895   26880
32   14   0.554285   288   224   6144   28434182   23891
32   14   0.555112   320   224   6144   28412423   21504
32   13   0.535185   32   32   877   29391403   215040
32   13   0.539795   64   32   877   29141131   107520
32   13   0.539951   96   32   877   29134560   71680
32   13   0.541451   128   32   877   29057998   53760
32   13   0.541008   160   32   877   29081357   43008
32   13   0.541564   192   32   877   29054189   35840
32   13   0.541662   224   32   877   29048251   30720
32   13   0.533723   256   32   877   29506326   26880
32   13   0.542197   288   32   877   29026163   23893
32   13   0.542040   320   32   877   29038734   21504
32   12   0.475936   32   128   4096   33053034   215040
32   12   0.480812   64   128   4096   32722604   107520
32   12   0.482399   96   128   4096   32638962   71680
32   12   0.485206   128   128   4096   32474920   53760
32   12   0.486977   160   128   4096   32337296   43008
32   12   0.487176   192   128   4096   32329074   35840
32   12   0.490824   224   128   4096   32130719   30720
32   12   0.488565   256   128   4096   32286775   26880
32   12   0.488438   288   128   4096   32284611   23892
32   12   0.488720   320   128   4096   32310591   21504
32   11   0.448930   32   32   1030   35037397   215040
32   11   0.461126   64   32   1030   34112803   107520
32   11   0.452555   96   32   1030   34762545   71680
32   11   0.452678   128   32   1030   34751282   53760
32   11   0.445961   160   32   1030   35284480   43008
32   11   0.452622   192   32   1030   34768662   35840
32   11   0.452410   224   32   1030   34788343   30720
32   11   0.452206   256   32   1030   34797416   26880
32   11   0.451710   288   32   1030   34848664   23893
32   11   0.445755   320   32   1030   35301483   21504
32   10   0.383680   32   160   6144   41006755   215040
32   10   0.390658   64   160   6144   40275749   107520
32   10   0.392785   96   160   6144   40068647   71680
32   10   0.403698   128   160   6144   38990276   53760
32   10   0.394621   160   160   6144   39885498   43005
32   10   0.389087   192   160   6144   40486053   35840
32   10   0.395756   224   160   6144   39810813   30720
32   10   0.396300   256   160   6144   39760265   26880
32   10   0.396423   288   160   6144   39752427   23890
32   10   0.396291   320   160   6144   39742375   21500
32   9   0.356315   32   96   4096   44147651   215040
32   9   0.359190   64   96   4096   43810082   107520
32   9   0.360679   96   96   4096   43637168   71679
32   9   0.361119   128   96   4096   43606381   53760
32   9   0.343459   160   96   4096   45841607   43008
32   9   0.345607   192   96   4096   45569451   35838
32   9   0.346648   224   96   4096   45443982   30720
32   9   0.362128   256   96   4096   43524266   26880
32   9   0.362020   288   96   4096   43517280   23892
32   9   0.344710   320   96   4096   45781692   21504
32   8   0.302647   32   128   6144   51986670   215040
32   8   0.319459   64   128   6144   49261159   107520
32   8   0.320208   96   128   6144   49154711   71680
32   8   0.320654   128   128   6144   49101379   53760
32   8   0.321184   160   128   6144   49032049   43008
32   8   0.321628   192   128   6144   48972177   35840
32   8   0.321764   224   128   6144   48952683   30720
32   8   0.316029   256   128   6144   49786943   26880
32   8   0.316784   288   128   6144   49743347   23892
32   8   0.303412   320   128   6144   51962686   21504
32   7   0.258965   32   224   12288   60749753   215040
32   7   0.275825   64   224   12288   57048211   107520
32   7   0.282213   96   224   12288   55763765   71680
32   7   0.277637   128   224   12288   56688543   53760
32   7   0.275689   160   224   12288   57104949   43008
32   7   0.271659   192   224   12288   57954304   35840
32   7   0.278526   224   224   12288   56529282   30716
32   7   0.278682   256   224   12288   56517579   26880
32   7   0.278772   288   224   12288   56519033   23891
32   7   0.278904   320   224   12288   56521479   21504
32   6   0.240542   32   96   6144   65391995   215040
32   6   0.237535   64   96   6144   66236378   107520
32   6   0.241600   96   96   6144   65119606   71679
32   6   0.240370   128   96   6144   65483431   53760
32   6   0.241024   160   96   6144   65315001   43008
32   6   0.241181   192   96   6144   65273594   35838
32   6   0.239968   224   96   6144   65614780   30720
32   6   0.241858   256   96   6144   65101256   26880
32   6   0.228644   288   96   6144   68869371   23892
32   6   0.228180   320   96   6144   69040115   21504
32   5   0.185729   32   160   12288   84693923   215040
32   5   0.196239   64   160   12288   80173509   107520
32   5   0.198574   96   160   12288   79249646   71680
32   5   0.198966   128   160   12288   79086100   53760
32   5   0.199249   160   160   12288   78997857   43005
32   5   0.199386   192   160   12288   78956457   35840
32   5   0.199519   224   160   12288   78905416   30720
32   5   0.199564   256   160   12288   78919421   26880
32   5   0.199624   288   160   12288   78896017   23890
32   5   0.199674   320   160   12288   78878403   21500
32   4   0.171031   32   128   12288   91973862   215040
