ALPHA  maxOcc   arithThr   ITER   BS   SMEM  maxLat   warps
192   16   1.320917   32   128   3072   21798027   65536
192   16   1.320891   64   128   3072   21821457   32768
192   16   1.355927   96   128   3072   21284709   21844
192   16   1.345838   128   128   3072   21470162   16384
192   16   1.366131   160   128   3072   21195143   13104
192   16   1.341529   192   128   3072   21584160   10920
192   16   1.357109   224   128   3072   21354890   9360
192   16   1.341915   256   128   3072   21622866   8192
192   16   1.351300   288   128   3072   21510608   7280
192   16   1.346290   320   128   3072   21776804   6552
192   15   1.224371   32   160   4096   23523320   65535
192   15   1.254109   64   160   4096   22965533   32765
192   15   1.249115   96   160   4096   23130511   21845
192   15   1.236420   128   160   4096   23344883   16380
192   15   1.236414   160   160   4096   23435280   13105
192   15   1.235591   192   160   4096   23390279   10920
192   15   1.235554   224   160   4096   23460729   9360
192   15   1.192132   256   160   4096   24141233   8190
192   15   1.259263   288   160   4096   23044375   7280
192   15   1.230318   320   160   4096   23888744   6550
192   14   1.116670   32   224   6144   25760850   65534
192   14   1.126447   64   224   6144   25574394   32767
192   14   1.106403   96   224   6144   26081716   21840
192   14   1.104237   128   224   6144   26166624   16380
192   14   1.130597   160   224   6144   25554050   13104
192   14   1.141640   192   224   6144   25373996   10920
192   14   1.140422   224   224   6144   25390307   9359
192   14   1.132303   256   224   6144   25573471   8190
192   14   1.129934   288   224   6144   25921799   7280
192   14   1.132673   320   224   6144   25796426   6552
192   13   1.051863   32   32   877   27347487   65536
192   13   1.071473   64   32   877   26867105   32768
192   13   1.067807   96   32   877   26942904   21845
192   13   1.071284   128   32   877   26883693   16384
192   13   1.072565   160   32   877   26883634   13107
192   13   1.073755   192   32   877   26869591   10922
192   13   1.070166   224   32   877   27023731   9362
192   13   1.071863   256   32   877   27026532   8192
192   13   1.030465   288   32   877   28211931   7281
192   13   1.072976   320   32   877   27124065   6553
192   12   0.976597   32   128   4096   29485222   65536
192   12   0.980947   64   128   4096   29369727   32768
192   12   0.982025   96   128   4096   29391226   21844
192   12   0.983580   128   128   4096   29365114   16384
192   12   0.958955   160   128   4096   30028341   13104
192   12   0.971920   192   128   4096   29672352   10920
192   12   0.985818   224   128   4096   29365797   9360
192   12   0.985562   256   128   4096   29410621   8192
192   12   0.985647   288   128   4096   29563281   7280
